CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;CdMethode;NomLongMethodePrel;DateDebutOperationPrelBio;HeureDebutOperationPrelBio;DateFinOperationPrelbio;HeureFinOperationPrelBio;CdProducteur;NomProducteur;CdPreleveur;NomPreleveur;CdDeterminateur;NomDéterminateur;CodeSandreRdd;NomRdd;CdStatutResBioOperationPrelBio;MnemoStatutResBioOperationPrelBio;CdQualResBioOperationPrelBio;LbQualResBioOperationPrelBio;RefOperationPrelBio;ObjOperationPrelBio;LongProspecOperationPrelBio;LargeurMoyLameEauOperationPrelBio;HMoyLamOperationPrelBio;SurfTotProspecteeOperationPrelBio
3079575;LE RÉVEILLON A MAROLLES-EN-BRIE 2;005;4;Poissons;1130;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche complète à un ou plusieurs passages;1991-10-10;10:30:00;1991-10-10;10:50:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe845eta1_1991-10-10_10:30:00_03079575;Echantillonnag.Ichtyofaun;150.0;3.00;0.32;450.00
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;675;Qualité de l'eau - Détermination de l'Indice Biologique Diatomées (IBD) (NF T90-354 Décembre 2007);2017-08-17;10:45:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;1;Donnée brute;0;Qualification non definissable;20190205185921-HB-30604;;;170;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1996-09-10;14:20:00;1996-09-10;14:53:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;4;Non qualifié;Aspe45569eta1_1996-09-10_14:20:00_03063000;Echantillonnag.Ichtyofaun;2350.0;150.00;2.87;1158.00
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;13;Macroinvertébrés aquatiques;707;Macroinvertébrés : Prélèvement en cours d'eau peu profond (XP T90-333 Septembre 2009) et traitement au laboratoire ( XP T90-388 Juin 2010);2016-09-01;00:00:00;;;0;Interlocuteur inconnu;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;1;Donnée brute;0;Qualification non definissable;20180228165845-HB-20589;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;0;Méthode inconnue;2013-07-10;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);;;1;Donnée brute;0;Qualification non definissable;20180201135947-HB-16469;;;4;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1998-09-03;14:00:00;1998-09-03;15:11:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;4;Non qualifié;Aspe931eta1_1998-09-03_14:00:00_03063000;Echantillonnag.Ichtyofaun;1100.0;150.00;4.50;1791.00
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;1130;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche complète à un ou plusieurs passages;2012-09-20;14:00:00;2012-09-20;15:08:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;1;Correcte;Aspe2264eta2_SurfEchMc624.00_SBVDKmc88.00_DSrcKm16.00_LarMEauM5.20_PntCEPM2.90_ProfMStaM0.55_AltM59_TAir1C4.1_TAir7C19.8;Echantillonnag.Ichtyofaun;120.0;5.20;0.55;624.00
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;1029;Macroinvertébrés : Prélèvement en cours d'eau peu profond (NF T90-333 Septembre 2016) et Traitement au laboratoire (XP T90-388 Juin 2010);2021-09-02;11:31:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20220809121435-HB-523638;;77;4.4;;
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;0;Méthode inconnue;2013-07-10;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);;;1;Donnée brute;0;Qualification non definissable;20180130180135-HB-6799;;130;3.8;;
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;2000-04-11;14:05:00;2000-04-11;14:33:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;4;Non qualifié;Aspe954eta1_2000-04-11_14:05:00_03079622;Echantillonnag.Ichtyofaun;130.0;5.00;0.80;260.00
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;1029;Macroinvertébrés : Prélèvement en cours d'eau peu profond (NF T90-333 Septembre 2016) et Traitement au laboratoire (XP T90-388 Juin 2010);2022-08-04;08:03:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20230704161833-HB-550152;;77;4.4;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2005-06-14;13:30:00;2005-06-14;14:03:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe1547eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM140.00_PntCEPM0.10_ProfMStaM1.80_AltM29_TAir1C4.5_TAir7C20.4;Echantillonnag.Ichtyofaun;2200.0;140.00;1.80;1250.00
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2020-07-30;12:40:00;2020-07-30;13:13:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);41958978300036;HYDROSPHERE;41958978300036;HYDROSPHERE;0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;1;Correcte;Aspe84761eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM125.5_PntCEPM0.1_ProfMStaM3.11_AltM32_TAir1C4.5_TAir7C20.4;Echantillonnag.Ichtyofaun;1400.0;125.50;3.11;1250.00
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;206;Diatomées : Indice de polluosensibilité spécifique (IPS);2022-06-16;10:06:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20230703214652-HB-549802;;;175;;
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;707;Macroinvertébrés : Prélèvement en cours d'eau peu profond (XP T90-333 Septembre 2009) et traitement au laboratoire ( XP T90-388 Juin 2010);2018-07-20;08:24:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;1;Donnée brute;0;Qualification non definissable;20190327190114-HB-346725;;96;4.5;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2008-07-03;10:00:00;2008-07-03;11:30:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe1898eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.30_AltM29_TAir1C4.5_TAir7C20.4;Echantillonnag.Ichtyofaun;1400.0;138.00;3.30;1250.00
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;1518;Indice Phytoplancton Grands Cours d’Eau Métropole (IPHYGE) ;2024-09-25;14:20:00;2024-09-25;14:42:00;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20250618165003-HB-600989;;;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;1029;Macroinvertébrés : Prélèvement en cours d'eau peu profond (NF T90-333 Septembre 2016) et Traitement au laboratoire (XP T90-388 Juin 2010);2019-07-17;14:18:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;20201029143648-HB-475813;;84;3.7;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1130;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche complète à un ou plusieurs passages;1995-09-14;10:30:00;1995-09-14;10:59:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;4;Non qualifié;Aspe883eta1_1995-09-14_10:30:00_03063000;Echantillonnag.Ichtyofaun;2200.0;120.00;2.98;264000.00
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;455;Qualité de l'eau - Détermination de l'indice biologique macrophytique en rivière (IBMR) (NF T90-395 Octobre 2003);2020-06-24;08:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20210909144649-HB-498377;;200;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2015-08-19;08:30:00;2015-08-19;12:30:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);51859358700042;PINGAT ENVIRONNEMENT & MILIEUX AQUATIQUES;51859358700042;PINGAT ENVIRONNEMENT & MILIEUX AQUATIQUES;0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;2;Incorrecte;Aspe5001eta1_2015-08-19_08:30:00_03063000;Echantillonnag.Ichtyofaun;1400.0;138.00;3.30;1250.00
3063801;CRETEIL 1;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1996-07-02;10:00:00;1996-07-02;10:27:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe45998eta1_1996-07-02_10:00:00_03063801;Echantillonnag.Ichtyofaun;140.0;0.00;0.50;2.00
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;206;Diatomées : Indice de polluosensibilité spécifique (IPS);2022-08-04;09:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20230703214632-HB-549788;;;3.2;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;455;Qualité de l'eau - Détermination de l'indice biologique macrophytique en rivière (IBMR) (NF T90-395 Octobre 2003);2024-06-18;10:25:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20250618181042-HB-601147;;200;;;
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;1130;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche complète à un ou plusieurs passages;2023-09-26;08:20:00;;;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);41958978300036;HYDROSPHERE;41958978300036;HYDROSPHERE;0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;1;Correcte;Aspe91429eta2_SurfEchMc577.7_SBVDKmc88.0_DSrcKm16.0_LarMEauM5.3_PntCEPM2.9_ProfMStaM0.47_AltM59_TAir1C4.1_TAir7C19.8;Echantillonnag.Ichtyofaun;109.0;5.30;0.47;577.70
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;0;Méthode inconnue;2011-07-11;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);;;1;Donnée brute;0;Qualification non definissable;20180130180136-HB-6813;;730;110;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2023-08-23;08:30:00;2023-08-23;09:03:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);41958978300036;HYDROSPHERE;41958978300036;HYDROSPHERE;0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;1;Correcte;Aspe91440eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM127.0_PntCEPM0.1_ProfMStaM3.34_AltM32_TAir1C4.5_TAir7C20.4;Echantillonnag.Ichtyofaun;1400.0;127.00;3.34;1250.00
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1997-04-09;13:45:00;1997-04-09;14:09:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;4;Non qualifié;Aspe906eta1_1997-04-09_13:45:00_03079622;Echantillonnag.Ichtyofaun;130.0;5.00;0.80;411.00
3080660;LA SEINE A ALFORTVILLE 3;004;10;Diatomées benthiques;0;Méthode inconnue;2010-08-12;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;43796067700098;ASCONIT CONSULTANTS;43796067700098;ASCONIT CONSULTANTS;;;1;Donnée brute;0;Qualification non definissable;20180201135915-HB-15113;;;80;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;455;Qualité de l'eau - Détermination de l'indice biologique macrophytique en rivière (IBMR) (NF T90-395 Octobre 2003);2017-08-17;08:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;1;Donnée brute;0;Qualification non definissable;20190205190125-HB-30679;;800;;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1997-05-21;15:00:00;1997-05-21;15:40:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;4;Non qualifié;Aspe910eta1_1997-05-21_15:00:00_03063000;Echantillonnag.Ichtyofaun;2350.0;150.00;4.00;1095.00
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;2004-06-15;00:00:00;2004-06-15;01:00:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe1478eta2_SurfEchMc1347.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM150.00_PntCEPM0.10_ProfMStaM3.65_AltM29_TAir1C4.5_TAir7C20.4;Echantillonnag.Ichtyofaun;2350.0;150.00;3.65;1347.00
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;206;Diatomées : Indice de polluosensibilité spécifique (IPS);2021-09-02;11:31:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20220818101728-HB-524939;;;3.5;;
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;0;Méthode inconnue;2016-08-17;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);;;1;Donnée brute;0;Qualification non definissable;20180228165202-HB-19495;;;;;
